資料日期,股票代號,股票名稱,本週餘額,上週餘額,增減數額,增減比率,發行比率
1090529,706760,鈺太國泰95購01,0,510,-510,-100.00,100.00
1090529,706761,鐿鈦國泰96購01,500,500,0,0.00,100.00
1090529,706762,大江兆豐95購02,0,5000,-5000,-100.00,100.00
1090529,706763,勝麗兆豐95購01,0,5000,-5000,-100.00,100.00
1090529,706765,六角元大96購01,500,500,0,0.00,100.00
1090529,706767,群聯元大95購04,0,500,-500,-100.00,100.00
1090529,706769,環球晶元大95購02,0,600,-600,-100.00,100.00
1090529,706773,優群群益95購01,0,500,-500,-100.00,100.00
1090529,706774,雙美群益96購01,1254,1254,0,0.00,100.00
1090529,706787,博智國票95購02,0,500,-500,-100.00,100.00
1090529,706788,大學光國泰96購01,510,510,0,0.00,100.00
1090529,706792,威剛元大96購01,539,539,0,0.00,100.00
1090529,706796,鈺太元大96購02,500,1000,-500,-50.00,100.00
1090529,706800,原相元大96購01,500,500,0,0.00,100.00
1090529,706803,環球晶中信97購01,15000,15000,0,0.00,100.00
1090529,706804,由田國泰96購01,500,500,0,0.00,100.00
1090529,706809,神盾元富95購01,0,1000,-1000,-100.00,100.00
1090529,706811,環球晶元富95購03,0,5000,-5000,-100.00,100.00
1090529,706821,雙鴻永豐95購04,0,500,-500,-100.00,100.00
1090529,706822,立端群益95購01,0,600,-600,-100.00,100.00
1090529,706825,穩懋統一96購02,1000,1000,0,0.00,100.00
1090529,706830,迅得元大95購01,0,500,-500,-100.00,100.00
1090529,706833,鈺太元大96購03,500,1000,-500,-50.00,100.00
1090529,706840,良維國票95購01,0,500,-500,-100.00,100.00
1090529,706841,保瑞國票95購01,0,500,-500,-100.00,100.00
1090529,706843,碩禾國票95購01,0,500,-500,-100.00,100.00
1090529,706844,新鉅科富邦98購01,10000,10000,0,0.00,100.00
1090529,706853,神盾元富95購02,0,1000,-1000,-100.00,100.00
1090529,706855,原相兆豐95購02,0,1000,-1000,-100.00,100.00
1090529,706856,環球晶兆豐95購04,0,5000,-5000,-100.00,100.00
1090529,706858,由田群益96購01,600,600,0,0.00,100.00
1090529,706866,凡甲國票95購01,0,618,-618,-100.00,100.00
1090529,706867,中美晶國票95購01,0,500,-500,-100.00,100.00
1090529,706868,神盾國票96購01,500,500,0,0.00,100.00
1090529,706869,環球晶國票95購02,0,500,-500,-100.00,100.00
1090529,706870,原相群益97購02,1500,1500,0,0.00,100.00
1090529,706872,波若威永豐95購01,0,500,-500,-100.00,100.00
1090529,706876,大宇資元大96購01,1000,1000,0,0.00,100.00
1090529,706877,合晶元大95購01,0,700,-700,-100.00,100.00
1090529,706879,信昌電元大95購02,0,500,-500,-100.00,100.00
1090529,706882,緯軟元大96購03,1000,1000,0,0.00,100.00
1090529,706884,環球晶元大95購03,0,1000,-1000,-100.00,100.00
1090529,706889,雙鴻元富96購01,3000,3000,0,0.00,100.00
1090529,706890,信驊凱基95購01,500,500,0,0.00,100.00
1090529,706892,網家凱基95購01,500,500,0,0.00,100.00
1090529,706894,M31元大95購01,1000,1000,0,0.00,100.00
1090529,706898,勝麗元大95購02,1000,1000,0,0.00,100.00
1090529,706899,閎康元大95購01,500,500,0,0.00,100.00
1090529,706902,迅得永豐95購02,519,519,0,0.00,100.00
1090529,706906,大學光國票96購01,500,500,0,0.00,100.00
1090529,706907,合晶國票95購01,500,500,0,0.00,100.00
1090529,706908,皇田國票95購01,500,500,0,0.00,100.00
1090529,706910,閎康國票95購01,500,500,0,0.00,100.00
1090529,706912,鐿鈦國票96購01,800,800,0,0.00,100.00
1090529,706916,M31元大96購02,1000,1000,0,0.00,100.00
1090529,706918,大學光元大96購01,600,600,0,0.00,100.00
1090529,706919,良維元大96購01,500,500,0,0.00,100.00
1090529,706920,宣德元大96購01,500,500,0,0.00,100.00
1090529,706923,聚積元大96購01,1000,1000,0,0.00,100.00
1090529,706928,大學光永豐96購01,526,526,0,0.00,100.00
1090529,706933,神盾中信97購01,20000,20000,0,0.00,100.00
1090529,706934,環宇中信97購01,15000,15000,0,0.00,100.00
1090529,706935,VHQ凱基96購01,500,500,0,0.00,100.00
1090529,706936,台燿凱基96購01,500,500,0,0.00,100.00
1090529,706937,宜鼎凱基96購01,500,500,0,0.00,100.00
1090529,706940,穩懋凱基96購01,500,500,0,0.00,100.00
1090529,706941,譜瑞凱基96購01,500,500,0,0.00,100.00
1090529,706942,大中國票96購01,500,500,0,0.00,100.00
1090529,706945,碩禾國票96購01,500,500,0,0.00,100.00
1090529,706946,環球晶國票96購01,500,500,0,0.00,100.00
1090529,706947,大田國泰96購01,500,500,0,0.00,100.00
1090529,706950,雙鴻富邦96購01,3000,3000,0,0.00,100.00
1090529,706952,新鉅科元富96購01,2000,2000,0,0.00,100.00
1090529,706956,原相群益96購03,718,718,0,0.00,100.00
1090529,706960,雙鴻元大96購01,3250,3250,0,0.00,100.00
1090529,706961,金可中信96購01,10000,10000,0,0.00,100.00
1090529,706962,勝麗中信97購01,10000,10000,0,0.00,100.00
1090529,706963,群聯中信97購01,10000,10000,0,0.00,100.00
1090529,706965,群聯統一96購01,1000,1000,0,0.00,100.00
1090529,706966,三貝德凱基96購01,500,500,0,0.00,100.00
1090529,706969,信驊凱基96購01,500,500,0,0.00,100.00
1090529,706970,茂達凱基96購01,500,500,0,0.00,100.00
1090529,706973,穩懋凱基96購02,500,500,0,0.00,100.00
1090529,706974,穩懋富邦96購03,25000,25000,0,0.00,100.00
1090529,706975,穩懋富邦96購04,10000,10000,0,0.00,100.00
1090529,706976,大江國泰96購01,5000,5000,0,0.00,100.00
1090529,706977,神盾國泰96購01,500,500,0,0.00,100.00
1090529,706984,合晶國票96購01,1000,1000,0,0.00,100.00
1090529,706985,建榮國票96購02,500,500,0,0.00,100.00
1090529,706986,網家國票96購01,500,500,0,0.00,100.00
1090529,706990,中美晶中信97購01,5000,5000,0,0.00,100.00
1090529,706991,弘塑中信97購01,1500,1500,0,0.00,100.00
1090529,706992,神盾中信96購01,3000,3000,0,0.00,100.00
1090529,706993,環球晶中信96購01,10000,10000,0,0.00,100.00
1090529,706995,弘塑統一96購01,500,500,0,0.00,100.00
1090529,706996,群聯統一96購02,1000,1000,0,0.00,100.00
1090529,707000,台燿凱基96購02,500,500,0,0.00,100.00
1090529,707003,神盾凱基96購01,500,500,0,0.00,100.00
1090529,707013,良維兆豐96購01,5000,5000,0,0.00,100.00
1090529,707018,合晶元大96購02,1000,1000,0,0.00,100.00
1090529,707019,金居元大96購01,1500,1500,0,0.00,100.00
1090529,707020,信昌電元大96購02,500,500,0,0.00,100.00
1090529,707024,由田國票96購01,2000,2000,0,0.00,100.00
1090529,707025,杰力國票96購01,800,800,0,0.00,100.00
1090529,707026,晶焱國票96購01,500,500,0,0.00,100.00
1090529,707027,網龍國票96購01,500,500,0,0.00,100.00
1090529,707029,大宇資國泰97購01,530,530,0,0.00,100.00
1090529,707030,建榮國泰97購01,1000,1000,0,0.00,100.00
1090529,707038,譜瑞富邦97購01,2000,2000,0,0.00,100.00
1090529,707046,大宇資元大97購01,1000,1000,0,0.00,100.00
1090529,707048,昇達科元大96購03,500,500,0,0.00,100.00
1090529,707049,杰力元大96購02,500,500,0,0.00,100.00
1090529,707050,信昌電元大96購03,500,500,0,0.00,100.00
1090529,707051,神盾元大97購01,1300,1300,0,0.00,100.00
1090529,707053,群聯元大96購01,500,500,0,0.00,100.00
1090529,707054,合晶國泰97購01,500,500,0,0.00,100.00
1090529,707055,大江國票96購01,500,500,0,0.00,100.00
1090529,707056,台半國票96購01,500,500,0,0.00,100.00
1090529,707061,聯亞國票96購01,500,500,0,0.00,100.00
1090529,707063,中美晶兆豐96購01,5000,5000,0,0.00,100.00
1090529,707065,新普群益97購01,1500,1500,0,0.00,100.00
1090529,707075,廣明永豐96購01,500,500,0,0.00,100.00
1090529,707077,精華中信97購01,5000,5000,0,0.00,100.00
1090529,707078,環宇中信97購02,5000,5000,0,0.00,100.00
1090529,707079,晟德中信97購01,5000,5000,0,0.00,100.00
1090529,707080,弘塑統一98購01,2100,2100,0,0.00,100.00
1090529,707083,大江元大96購02,1000,1000,0,0.00,100.00
1090529,707084,原相元大97購01,600,600,0,0.00,100.00
1090529,707085,群聯元大96購02,674,674,0,0.00,100.00
1090529,707093,廣明國泰96購01,500,500,0,0.00,100.00
1090529,707094,中美晶國票96購01,1500,3500,-2000,-57.14,100.00
1090529,707095,宜鼎國票96購01,500,500,0,0.00,100.00
1090529,707097,穩懋國票96購02,800,800,0,0.00,100.00
1090529,707098,台燿兆豐96購01,5000,5000,0,0.00,100.00
1090529,707099,穩懋兆豐96購01,5000,5000,0,0.00,100.00
1090529,707102,原相群益96購04,500,500,0,0.00,100.00
1090529,707104,六角兆豐96購01,5000,5000,0,0.00,100.00
1090529,707106,原相台新97購01,1000,1000,0,0.00,100.00
1090529,707108,新普群益97購02,1000,1000,0,0.00,100.00
1090529,707109,環宇群益97購01,1100,1100,0,0.00,100.00
1090529,707113,金居元大96購02,500,500,0,0.00,100.00
1090529,707114,建榮元大96購01,500,500,0,0.00,100.00
1090529,707117,聯亞元大96購01,508,508,0,0.00,100.00
1090529,707121,大江國票97購01,543,543,0,0.00,100.00
1090529,707123,保瑞國票96購01,500,500,0,0.00,100.00
1090529,707124,環宇國泰96購01,500,500,0,0.00,100.00
1090529,707125,環球晶國泰96購01,500,500,0,0.00,100.00
1090529,707132,晟德國泰96購01,500,500,0,0.00,100.00
1090529,707133,中光電群益96購01,1500,1500,0,0.00,100.00
1090529,707134,元太群益96購01,1500,1500,0,0.00,100.00
1090529,707135,原相群益97購03,500,500,0,0.00,100.00
1090529,707136,群聯群益97購01,726,726,0,0.00,100.00
1090529,707147,大江元大96購03,1500,1500,0,0.00,100.00
1090529,707149,群聯元大96購03,541,541,0,0.00,100.00
1090529,707154,雙鴻元大97購02,1750,1750,0,0.00,100.00
1090529,707157,同致兆豐96購01,5000,5000,0,0.00,100.00
1090529,707158,威剛兆豐96購01,5000,5000,0,0.00,100.00
1090529,707159,網龍兆豐96購01,1000,1000,0,0.00,100.00
1090529,707161,元太國票96購01,800,800,0,0.00,100.00
1090529,707162,旺矽國票96購01,500,500,0,0.00,100.00
1090529,707163,信昌電國票96購01,1500,2000,-500,-25.00,100.00
1090529,707164,宣德國票96購01,1000,2000,-1000,-50.00,100.00
1090529,707165,聚積國票96購01,1000,1000,0,0.00,100.00
1090529,707166,譜瑞國票96購01,500,500,0,0.00,100.00
1090529,707167,中美晶國泰96購01,500,500,0,0.00,100.00
1090529,707168,群聯國泰97購01,950,950,0,0.00,100.00
1090529,707169,群聯富邦96購01,978,978,0,0.00,100.00
1090529,707170,環宇富邦97購01,8000,8000,0,0.00,100.00
1090529,707171,弘塑中信99購01,5000,5000,0,0.00,100.00
1090529,707172,環球晶中信99購01,15000,15000,0,0.00,100.00
1090529,707173,鈺太中信96購01,1000,1000,0,0.00,100.00
1090529,707174,凡甲凱基96購01,500,500,0,0.00,100.00
1090529,707175,大江凱基96購01,500,500,0,0.00,100.00
1090529,707178,威剛凱基97購01,512,512,0,0.00,100.00
1090529,707189,美琪瑪元大96購01,500,500,0,0.00,100.00
1090529,707190,神盾元大96購02,1250,1250,0,0.00,100.00
1090529,707196,閎康群益96購01,1600,1600,0,0.00,100.00
1090529,707197,順達群益96購01,1500,1500,0,0.00,100.00
1090529,707198,VHQ國票96購01,500,500,0,0.00,100.00
1090529,707200,網龍國票97購01,800,800,0,0.00,100.00
1090529,707201,環球晶國票96購02,500,500,0,0.00,100.00
1090529,707202,聯亞國票96購02,700,700,0,0.00,100.00
1090529,707207,宇峻元大97購01,503,503,0,0.00,100.00
1090529,707213,順達統一97購01,2100,2100,0,0.00,100.00
1090529,707233,迅得群益97購01,2000,2000,0,0.00,100.00
1090529,707235,群聯群益96購02,500,500,0,0.00,100.00
1090529,707236,聚積群益97購01,700,1200,-500,-41.66,100.00
1090529,707241,昇達科國票96購01,620,620,0,0.00,100.00
1090529,707242,信驊國票96購01,500,500,0,0.00,100.00
1090529,707243,新普國票96購01,500,500,0,0.00,100.00
1090529,707244,精華國票96購01,800,800,0,0.00,100.00
1090529,707246,弘塑元大96購01,550,750,-200,-26.66,100.00
1090529,707248,建榮元大96購02,500,500,0,0.00,100.00
1090529,707252,鐿鈦元大96購01,500,500,0,0.00,100.00
1090529,707253,穩懋亞東96購02,1400,1400,0,0.00,100.00
1090529,707254,同致中信97購01,5000,5000,0,0.00,100.00
1090529,707262,大宇資凱基97購01,500,500,0,0.00,100.00
1090529,707263,神盾凱基96購02,500,500,0,0.00,100.00
1090529,707275,元太元大96購01,1500,1500,0,0.00,100.00
1090529,707277,神盾元大97購02,6250,6250,0,0.00,100.00
1090529,707278,勝麗元大96購01,500,500,0,0.00,100.00
1090529,707280,碩禾元大96購01,800,800,0,0.00,100.00
1090529,707285,弘塑國泰97購01,1000,1000,0,0.00,100.00
1090529,707287,同致國票96購01,500,500,0,0.00,100.00
1090529,707288,良維國票97購01,800,800,0,0.00,100.00
1090529,707289,緯軟國票97購01,800,800,0,0.00,100.00
1090529,707290,優群國票96購01,500,500,0,0.00,100.00
1090529,707293,泰博兆豐96購01,1000,1000,0,0.00,100.00
1090529,707294,VHQ群益96購01,880,880,0,0.00,100.00
1090529,707297,台燿凱基96購03,500,500,0,0.00,100.00
1090529,707302,原相亞東96購01,550,550,0,0.00,100.00
1090529,707309,合晶國票96購02,1500,1500,0,0.00,100.00
1090529,707310,原相國票96購01,500,500,0,0.00,100.00
1090529,707315,大江元大96購04,4500,4500,0,0.00,100.00
1090529,707316,同致元大96購01,800,800,0,0.00,100.00
1090529,707323,環宇元大96購01,1100,1100,0,0.00,100.00
1090529,707324,櫃200永昌96購04,500,500,0,0.00,100.00
1090529,707325,M31中信96購01,5000,5000,0,0.00,100.00
1090529,707326,穩懋中信97購01,4500,4500,0,0.00,100.00
1090529,707328,中美晶凱基96購01,500,500,0,0.00,100.00
1090529,707333,大江國票96購04,500,500,0,0.00,100.00
1090529,707334,合晶國票97購01,500,500,0,0.00,100.00
1090529,707335,勝麗國票97購01,800,800,0,0.00,100.00
1090529,707336,群聯國票96購01,500,500,0,0.00,100.00
1090529,707337,網龍國票97購02,800,800,0,0.00,100.00
1090529,707338,環球晶國票96購03,500,500,0,0.00,100.00
1090529,707339,晟德國票97購01,500,500,0,0.00,100.00
1090529,707340,神盾國泰97購01,500,500,0,0.00,100.00
1090529,707341,博智國泰97購01,500,500,0,0.00,100.00
1090529,707342,原相富邦99購01,2500,2500,0,0.00,100.00
1090529,707343,聯亞兆豐96購01,1000,1000,0,0.00,100.00
1090529,707345,宣德群益96購01,543,543,0,0.00,100.00
1090529,707346,皇田群益97購01,1000,1000,0,0.00,100.00
1090529,707347,金居元大96購03,500,700,-200,-28.57,100.00
1090529,707348,保瑞元大96購01,500,500,0,0.00,100.00
1090529,707349,茂達元大96購01,500,500,0,0.00,100.00
1090529,707350,優群元大96購01,500,500,0,0.00,100.00
1090529,707351,環球晶元大96購01,600,600,0,0.00,100.00
1090529,707352,櫃200元大96購03,1000,1000,0,0.00,100.00
1090529,707353,櫃200元大96購04,1000,1000,0,0.00,100.00
1090529,707354,昇達科中信97購01,5000,5000,0,0.00,100.00
1090529,707357,大江國票97購02,800,800,0,0.00,100.00
1090529,707361,元太元大96購02,10000,10000,0,0.00,100.00
1090529,707363,合晶元大96購03,600,600,0,0.00,100.00
1090529,707365,群聯元大97購01,947,947,0,0.00,100.00
1090529,707366,廣明元大96購01,829,829,0,0.00,100.00
1090529,707368,茂達永豐96購01,500,500,0,0.00,100.00
1090529,707370,杰力國票96購02,800,800,0,0.00,100.00
1090529,707371,大江富邦97購01,5000,5000,0,0.00,100.00
1090529,707372,原相凱基96購01,962,962,0,0.00,100.00
1090529,707376,雙鴻凱基96購03,673,673,0,0.00,100.00
1090529,707385,晶焱元大96購01,1000,1000,0,0.00,100.00
1090529,707395,大宇資群益97購01,5000,5000,0,0.00,100.00
1090529,707400,威剛元大96購02,500,500,0,0.00,100.00
1090529,707402,大宇資永豐96購01,1000,1000,0,0.00,100.00
1090529,707403,旺矽永豐96購01,500,500,0,0.00,100.00
1090529,707405,優群永豐96購01,500,500,0,0.00,100.00
1090529,707406,M31國票96購01,500,500,0,0.00,100.00
1090529,707407,中美晶國票96購03,500,500,0,0.00,100.00
1090529,707408,兆利國票96購01,500,500,0,0.00,100.00
1090529,707410,雙美國票96購01,500,1111,-611,-54.99,100.00
1090529,707415,櫃200T永昌96購01,500,500,0,0.00,100.00
1090529,707416,櫃200T永昌96購02,500,500,0,0.00,100.00
1090529,707417,櫃200T永昌96購03,500,500,0,0.00,100.00
1090529,707418,櫃200T永昌96購04,500,500,0,0.00,100.00
1090529,707421,緯軟凱基96購01,500,500,0,0.00,100.00
1090529,707422,櫃200凱基99購01,5000,5000,0,0.00,100.00
1090529,707423,三貝德國票96購02,552,552,0,0.00,100.00
1090529,707424,大學光國票96購02,500,500,0,0.00,100.00
1090529,707425,台燿國票96購01,800,800,0,0.00,100.00
1090529,707426,穩懋國票96購03,800,800,0,0.00,100.00
1090529,707427,新普國泰96購01,500,500,0,0.00,100.00
1090529,707428,譜瑞國泰97購01,500,500,0,0.00,100.00
1090529,707432,雙鴻台新96購01,1000,1000,0,0.00,100.00
1090529,707434,環球晶元大96購02,6000,6000,0,0.00,100.00
1090529,707437,群聯兆豐96購01,1500,1500,0,0.00,100.00
1090529,707440,昇達科群益97購01,2300,2300,0,0.00,100.00
1090529,707441,晶焱群益96購01,1500,1500,0,0.00,100.00
1090529,707442,櫃200富邦9A購01,1019,1019,0,0.00,100.00
1090529,707443,櫃200富邦9A購02,1014,1014,0,0.00,100.00
1090529,707444,雙鴻富邦96購02,3000,3000,0,0.00,100.00
1090529,707450,大江中信96購01,1000,1000,0,0.00,100.00
1090529,707451,大江台新95購01,0,1000,-1000,-100.00,100.00
1090529,707452,兆利元大96購01,1200,1200,0,0.00,100.00
1090529,707453,迅得元大95購02,0,500,-500,-100.00,100.00
1090529,707454,博智元大95購03,0,500,-500,-100.00,100.00
1090529,707455,神盾康和95購01,0,500,-500,-100.00,100.00
1090529,707456,勝麗群益95購02,0,1100,-1100,-100.00,100.00
1090529,707457,緯軟群益96購01,1500,1500,0,0.00,100.00
1090529,707458,金居統一95購01,0,1000,-1000,-100.00,100.00
1090529,707459,迅得凱基98購01,500,500,0,0.00,100.00
1090529,707460,邦特凱基95購01,0,500,-500,-100.00,100.00
1090529,707461,信昌電凱基97購01,500,500,0,0.00,100.00
1090529,707462,茂達凱基9B購01,500,500,0,0.00,100.00
1090529,707463,神盾凱基9B購01,500,500,0,0.00,100.00
1090529,707464,勝麗凱基97購01,500,500,0,0.00,100.00
1090529,707465,閎康凱基97購01,545,545,0,0.00,100.00
1090529,707466,環宇凱基97購01,500,500,0,0.00,100.00
1090529,707467,環球晶凱基96購01,500,500,0,0.00,100.00
1090529,707468,穩懋凱基96購03,500,500,0,0.00,100.00
1090529,707469,鈺太凱基97購01,500,500,0,0.00,100.00
1090529,707470,鐿鈦凱基96購01,500,500,0,0.00,100.00
1090529,707471,信昌電國票96購02,1500,1500,0,0.00,100.00
1090529,707472,晶焱國票96購02,1000,1000,0,0.00,100.00
1090529,707473,群聯國票96購02,500,500,0,0.00,100.00
1090529,707474,穩懋富邦97購01,10000,10000,0,0.00,100.00
1090529,707475,光洋科永豐95購01,0,1500,-1500,-100.00,100.00
1090529,707476,穩懋永豐95購03,0,500,-500,-100.00,100.00
1090529,707477,網龍中信95購01,0,5000,-5000,-100.00,100.00
1090529,707478,中美晶凱基95購03,0,500,-500,-100.00,100.00
1090529,707479,晶焱凱基96購01,500,500,0,0.00,100.00
1090529,707480,環球晶凱基97購01,500,500,0,0.00,100.00
1090529,707481,三貝德永豐95購01,0,500,-500,-100.00,100.00
1090529,707482,神盾永豐95購02,0,500,-500,-100.00,100.00
1090529,707483,環球晶永豐95購04,0,500,-500,-100.00,100.00
1090529,707484,大江元大96購05,1000,1000,0,0.00,100.00
1090529,707485,同致元大97購01,500,500,0,0.00,100.00
1090529,707487,迅得國票96購01,600,600,0,0.00,100.00
1090529,707488,宜鼎國票96購02,500,500,0,0.00,100.00
1090529,707489,美琪瑪國票96購01,800,800,0,0.00,100.00
1090529,707490,智崴國泰96購01,1890,1890,0,0.00,100.00
1090529,707491,櫃200T永昌9C購01,880,880,0,0.00,100.00
1090529,707492,櫃200T永昌9C購02,500,500,0,0.00,100.00
1090529,707493,櫃200T永昌9C購03,500,500,0,0.00,100.00
1090529,707494,櫃200T永昌9C購04,500,500,0,0.00,100.00
1090529,707495,穩懋康和95購02,0,5000,-5000,-100.00,100.00
1090529,707496,精華群益95購03,0,900,-900,-100.00,100.00
1090529,707497,宜鼎元大95購02,0,700,-700,-100.00,100.00
1090529,707498,旺矽元大96購01,500,1000,-500,-50.00,100.00
1090529,707499,精華元大95購03,0,10000,-10000,-100.00,100.00
1090529,707500,智崴國票96購01,500,500,0,0.00,100.00
1090529,707501,閎康國票97購01,800,800,0,0.00,100.00
1090529,707502,金可國泰97購01,500,500,0,0.00,100.00
1090529,707503,精華國泰97購01,500,500,0,0.00,100.00
1090529,707504,環球晶國泰96購03,500,500,0,0.00,100.00
1090529,707505,穩懋國泰96購02,600,600,0,0.00,100.00
1090529,707506,穩懋統一96購05,5000,5000,0,0.00,100.00
1090529,707507,三貝德凱基96購02,500,500,0,0.00,100.00
1090529,707508,中美晶凱基95購04,0,500,-500,-100.00,100.00
1090529,707509,元太凱基96購01,516,516,0,0.00,100.00
1090529,707511,建榮凱基97購01,500,500,0,0.00,100.00
1090529,707512,穩懋凱基96購04,1411,1411,0,0.00,100.00
1090529,707513,元太第一95購01,0,15000,-15000,-100.00,100.00
1090529,707514,晶焱永豐95購02,0,500,-500,-100.00,100.00
1090529,707515,精華永豐95購02,0,500,-500,-100.00,100.00
1090529,707516,聚積永豐95購01,0,590,-590,-100.00,100.00
1090529,707517,穩懋兆豐96購02,5000,5000,0,0.00,100.00
1090529,707518,金可康和95購01,0,5000,-5000,-100.00,100.00
1090529,707519,金可群益95購01,0,700,-700,-100.00,100.00
1090529,707520,優群群益97購01,500,500,0,0.00,100.00
1090529,707521,環球晶群益95購04,0,550,-550,-100.00,100.00
1090529,707522,聯亞群益95購02,0,600,-600,-100.00,100.00
1090529,707523,群聯元富95購02,0,2000,-2000,-100.00,100.00
1090529,707524,鈺太兆豐95購01,0,1000,-1000,-100.00,100.00
1090529,707525,泰博中信97購01,1000,4500,-3500,-77.77,100.00
1090529,707526,建榮凱基96購01,500,500,0,0.00,100.00
1090529,707527,新普凱基95購02,0,500,-500,-100.00,100.00
1090529,707528,精華凱基96購01,500,500,0,0.00,100.00
1090529,707529,精華統一97購01,5000,5000,0,0.00,100.00
1090529,707530,精華統一97購02,5000,5000,0,0.00,100.00
1090529,707531,神盾國票97購01,1500,1500,0,0.00,100.00
1090529,707532,群聯國票96購03,500,500,0,0.00,100.00
1090529,707533,緯軟國票97購02,800,800,0,0.00,100.00
1090529,707534,碩禾元大98購01,1500,1500,0,0.00,100.00
1090529,707535,精華元大96購01,10000,10000,0,0.00,100.00
1090529,707536,穩懋元大95購12,0,1000,-1000,-100.00,100.00
1090529,707537,穩懋元大95購13,0,1500,-1500,-100.00,100.00
1090529,707538,世界永豐95購01,0,500,-500,-100.00,100.00
1090529,707539,合晶永豐95購03,0,700,-700,-100.00,100.00
1090529,707540,宇峻永豐95購02,0,600,-600,-100.00,100.00
1090529,707541,佳邦永豐95購01,0,500,-500,-100.00,100.00
1090529,707542,金居永豐95購01,0,500,-500,-100.00,100.00
1090529,707543,泰博永豐95購01,0,500,-500,-100.00,100.00
1090529,707544,勝麗永豐95購02,0,500,-500,-100.00,100.00
1090529,707545,晟德永豐95購02,0,500,-500,-100.00,100.00
1090529,707546,台半亞東96購01,1500,1500,0,0.00,100.00
1090529,707547,世界中信96購01,5000,5000,0,0.00,100.00
1090529,707548,精測中信95購01,0,5000,-5000,-100.00,100.00
1090529,707549,精測凱基96購01,500,500,0,0.00,100.00
1090529,707550,聯亞凱基95購03,0,500,-500,-100.00,100.00
1090529,707551,穩懋凱基95購03,0,500,-500,-100.00,100.00
1090529,707552,精測統一96購01,1000,1000,0,0.00,100.00
1090529,707553,安勤永豐95購01,0,500,-500,-100.00,100.00
1090529,707554,金可永豐95購02,0,500,-500,-100.00,100.00
1090529,707555,宣德永豐95購03,0,500,-500,-100.00,100.00
1090529,707556,精測永豐96購01,500,500,0,0.00,100.00
1090529,707557,廣明永豐95購02,0,500,-500,-100.00,100.00
1090529,707558,台燿亞東95購01,0,2000,-2000,-100.00,100.00
1090529,707559,信昌電亞東95購01,0,500,-500,-100.00,100.00
1090529,707560,精測元富95購01,0,3000,-3000,-100.00,100.00
1090529,707561,M31國票96購02,500,500,0,0.00,100.00
1090529,707562,由田國票97購01,1000,1000,0,0.00,100.00
1090529,707563,宇峻國票96購01,500,500,0,0.00,100.00
1090529,707564,環球晶國票96購04,500,500,0,0.00,100.00
1090529,707565,精測國泰95購01,0,1100,-1100,-100.00,100.00
1090529,707566,大江元大96購06,1000,1000,0,0.00,100.00
1090529,707567,合晶元大96購04,500,1000,-500,-50.00,100.00
1090529,707568,勝麗元大95購03,0,5000,-5000,-100.00,100.00
1090529,707569,群聯元大95購07,0,5000,-5000,-100.00,100.00
1090529,707570,精測元大95購02,0,800,-800,-100.00,100.00
1090529,707571,優群元大97購01,600,600,0,0.00,100.00
1090529,707572,穩懋元大95購14,0,10000,-10000,-100.00,100.00
1090529,707573,穩懋元大96購02,10000,10000,0,0.00,100.00
1090529,707574,大江富邦97購03,10000,10000,0,0.00,100.00
1090529,707575,雙鴻康和95購02,0,1500,-1500,-100.00,100.00
1090529,707576,元太群益95購02,0,1000,-1000,-100.00,100.00
1090529,707577,神盾群益97購01,2300,2300,0,0.00,100.00
1090529,707578,精測群益95購01,0,840,-840,-100.00,100.00
1090529,707579,聯亞群益95購03,0,500,-500,-100.00,100.00
1090529,707580,雙鴻群益96購03,1168,1168,0,0.00,100.00
1090529,707581,世界元大96購01,5000,5000,0,0.00,100.00
1090529,707582,金可元大96購01,1500,1500,0,0.00,100.00
1090529,707583,順達元大96購01,1500,1500,0,0.00,100.00
1090529,707584,精測元大97購01,1000,1000,0,0.00,100.00
1090529,707585,精華元大96購02,500,500,0,0.00,100.00
1090529,707586,新鉅科元富96購02,2000,2000,0,0.00,100.00
1090529,707587,精測元富96購01,1000,1000,0,0.00,100.00
1090529,707588,廣明元富96購01,6000,6000,0,0.00,100.00
1090529,707589,宣德統一96購01,5000,5000,0,0.00,100.00
1090529,707590,群聯統一96購03,1000,1000,0,0.00,100.00
1090529,707591,精測統一97購01,1000,1000,0,0.00,100.00
1090529,707592,穩懋統一97購01,5000,5000,0,0.00,100.00
1090529,707593,穩懋統一98購01,5000,5000,0,0.00,100.00
1090529,707595,精測凱基97購01,500,500,0,0.00,100.00
1090529,707596,精測凱基97購02,500,500,0,0.00,100.00
1090529,707597,雙鴻凱基96購04,664,664,0,0.00,100.00
1090529,707598,穩懋凱基96購05,500,500,0,0.00,100.00
1090529,707599,大江永豐96購01,500,500,0,0.00,100.00
1090529,707600,中美晶永豐96購01,500,500,0,0.00,100.00
1090529,707601,精測永豐96購02,500,500,0,0.00,100.00
1090529,707602,精測永豐97購01,1000,1000,0,0.00,100.00
1090529,707603,邦特國票97購01,500,500,0,0.00,100.00
1090529,707604,金可國票97購01,1139,1139,0,0.00,100.00
1090529,707605,群聯富邦97購01,1574,1574,0,0.00,100.00
1090529,707606,精測富邦96購01,3000,3000,0,0.00,100.00
1090529,707607,精測兆豐97購01,1000,1000,0,0.00,100.00
1090529,707608,東洋群益96購01,900,900,0,0.00,100.00
