,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
2786,708326,大江日盛96購01,"10,000","10,000",0,0.00,100.00
2787,708327,鈊象第一96購01,"5,000","5,000",0,0.00,100.00
2788,708328,晶焱元大97購03,"1,000","1,000",0,0.00,100.00
2789,708329,頎邦康和96購01,"5,000","5,000",0,0.00,100.00
2790,708330,M31群益98購01,"1,600","1,600",0,0.00,100.00
2791,708331,中美晶群益96購03,"1,111","2,000",-889,-44.45,100.00
2792,708332,六角群益98購01,800,800,0,0.00,100.00
2793,708333,宇峻群益98購01,"1,509","4,700",-3191,-67.89,100.00
2794,708334,佳邦群益98購01,"1,000","1,000",0,0.00,100.00
2795,708335,網龍群益96購01,"1,600","1,600",0,0.00,100.00
2796,708336,大宇資永豐97購01,"1,000","1,000",0,0.00,100.00
2797,708337,大學光永豐96購02,500,500,0,0.00,100.00
2798,708338,伍豐永豐96購01,"1,000","1,000",0,0.00,100.00
2799,708339,旺矽永豐97購02,"1,000","1,000",0,0.00,100.00
2800,708340,昂寶永豐97購01,"1,000","1,000",0,0.00,100.00
2801,708341,美琪瑪永豐96購02,"1,000","1,000",0,0.00,100.00
2802,708342,群聯永豐96購02,"2,000","2,000",0,0.00,100.00
2803,708343,網龍永豐96購04,"1,000","1,000",0,0.00,100.00
2804,708344,聯亞永豐96購03,500,"1,000",-500,-50.00,100.00
2805,708345,鈊象永豐96購05,597,597,0,0.00,100.00
2806,708346,M31統一97購01,"5,000","5,000",0,0.00,100.00
2807,708347,環球晶統一96購02,"5,000","5,000",0,0.00,100.00
2808,708348,環球晶中信96購02,"5,000","5,000",0,0.00,100.00
2809,708349,鈺太中信97購01,"5,000","5,000",0,0.00,100.00
2810,708350,中美晶台新97購02,"5,000","5,000",0,0.00,100.00
2811,708351,穩懋台新97購02,"5,000","5,000",0,0.00,100.00
2812,708352,杰力凱基98購01,500,500,0,0.00,100.00
2813,708353,中美晶富邦97購03,"10,000","10,000",0,0.00,100.00
2814,708354,合晶國票99購01,500,500,0,0.00,100.00
2815,708355,昇達科國票97購01,"1,000","1,000",0,0.00,100.00
2816,708356,信昌電國票97購03,"1,000","1,000",0,0.00,100.00
2817,708357,神盾國票97購03,"1,000","1,000",0,0.00,100.00
2818,708358,群聯國票97購02,500,"5,000",-4500,-90.00,100.00
2819,708359,中美晶國泰97購02,500,500,0,0.00,100.00
2820,708360,宇峻國泰97購01,500,500,0,0.00,100.00
2821,708361,鈊象國泰98購02,500,500,0,0.00,100.00
2822,708362,環球晶統一96購04,"5,000","5,000",0,0.00,100.00
2823,708363,台燿中信98購01,"5,000","5,000",0,0.00,100.00
2824,708364,新普中信98購01,"5,000","5,000",0,0.00,100.00
2825,708365,凡甲凱基97購01,500,500,0,0.00,100.00
2826,708366,中美晶凱基97購01,500,500,0,0.00,100.00
2827,708367,良維凱基97購02,500,500,0,0.00,100.00
2828,708368,宣德凱基97購01,500,500,0,0.00,100.00
2829,708369,雙美凱基98購01,"3,109","3,109",0,0.00,100.00
2830,708370,中美晶元大96購06,"2,000","6,000",-4000,-66.66,100.00
2831,708371,信昌電元大96購04,500,500,0,0.00,100.00
2832,708372,優群元大97購03,"1,000","1,000",0,0.00,100.00
2833,708373,中美晶元富96購02,"3,500","3,500",0,0.00,100.00
2834,708374,久元台新96購01,"5,000","5,000",0,0.00,100.00
2835,708375,久元台新96購02,"5,000","5,000",0,0.00,100.00
2836,708376,台半台新96購01,"5,000","5,000",0,0.00,100.00
2837,708377,鈊象台新96購02,"5,000","5,000",0,0.00,100.00
2838,708378,頎邦台新97購01,"5,000","5,000",0,0.00,100.00
2839,708379,穩懋亞東98購01,"2,300","2,300",0,0.00,100.00
2840,708380,台半永豐96購01,"1,000","1,000",0,0.00,100.00
2841,708381,亞泰永豐96購01,"1,000","1,500",-500,-33.33,100.00
2842,708382,宜鼎永豐96購02,"1,000","1,000",0,0.00,100.00
2843,708383,信昌電永豐96購04,518,518,0,0.00,100.00
2844,708384,雍智永豐97購01,"1,074","1,074",0,0.00,100.00
2845,708385,碩禾永豐96購02,536,536,0,0.00,100.00
2846,708386,雙鴻永豐97購03,500,500,0,0.00,100.00
2847,708387,瓦城康和96購01,"5,000","5,000",0,0.00,100.00
2848,708388,三貝德群益96購02,"1,800","1,800",0,0.00,100.00
2849,708389,台半群益96購02,500,"1,800",-1300,-72.22,100.00
2850,708390,美琪瑪群益96購01,800,800,0,0.00,100.00
2851,708391,原相群益98購02,"2,595","2,600",-5,-0.19,100.00
2852,708392,大江國票97購05,511,511,0,0.00,100.00
2853,708393,信昌電國泰98購01,500,500,0,0.00,100.00
2854,708394,威剛國泰98購01,670,745,-75,-10.06,100.00
2855,708395,環球晶國泰97購03,500,500,0,0.00,100.00
2856,708396,信昌電富邦98購01,"6,000","6,000",0,0.00,100.00
2857,708397,群聯富邦97購03,"6,000","6,000",0,0.00,100.00
2858,708398,環球晶富邦99購01,"20,000","20,000",0,0.00,100.00
2859,708399,穩懋富邦97購03,"1,184","10,000",-8816,-88.16,100.00
2860,708400,建榮國票98購01,"1,000","5,000",-4000,-80.00,100.00
2861,708401,威剛國泰98購02,500,500,0,0.00,100.00
2862,708402,優群國泰99購01,500,500,0,0.00,100.00
2863,708403,合晶元大98購02,"1,000","1,000",0,0.00,100.00
2864,708404,聖暉元大97購01,"1,500","1,500",0,0.00,100.00
2865,708405,頎邦元大97購02,"6,000","6,000",0,0.00,100.00
2866,708406,昂寶元富97購01,"2,500","2,500",0,0.00,100.00
2867,708407,環球晶元富97購01,"5,000","5,000",0,0.00,100.00
2868,708408,雙鴻統一97購01,"5,000","5,000",0,0.00,100.00
2869,708409,精測中信97購01,"5,000","5,000",0,0.00,100.00
2870,708410,頎邦中信9B購01,"10,000","10,000",0,0.00,100.00
2871,708411,宜鼎凱基99購01,500,500,0,0.00,100.00
2872,708412,直得凱基98購01,544,544,0,0.00,100.00
2873,708413,信昌電凱基98購01,500,500,0,0.00,100.00
2874,708414,群聯凱基98購01,"2,100","2,100",0,0.00,100.00
2875,708415,VHQ永豐97購01,500,500,0,0.00,100.00
2876,708416,大宇資永豐99購01,"1,000","1,000",0,0.00,100.00
2877,708417,長科*永豐97購01,500,500,0,0.00,100.00
2878,708418,廣明永豐97購01,"4,000","4,000",0,0.00,100.00
2879,708419,環宇永豐98購01,518,"1,018",-500,-49.11,100.00
2880,708420,宜鼎群益98購01,500,"5,000",-4500,-90.00,100.00
2881,708421,群聯群益98購01,500,"5,000",-4500,-90.00,100.00
2882,708422,群聯群益99購01,500,"1,400",-900,-64.28,100.00
2883,708423,世界麥證97購01,"20,000","20,000",0,0.00,100.00
2884,708424,原相台新97購02,"5,000","5,000",0,0.00,100.00
2885,708425,新鉅科台新98購01,"5,000","5,000",0,0.00,100.00
2886,708426,群聯台新97購03,500,500,0,0.00,100.00
2887,708427,聯亞台新97購01,"5,000","5,000",0,0.00,100.00
2888,708428,鈺太台新97購01,"5,000","5,000",0,0.00,100.00
2889,708429,群聯統一97購01,"5,000","5,000",0,0.00,100.00
2890,708430,兆利中信9A購01,"10,000","10,000",0,0.00,100.00
2891,708431,原相中信99購01,"5,000","5,000",0,0.00,100.00
2892,708432,廣明中信9B購01,"20,000","20,000",0,0.00,100.00
2893,708433,穩懋中信99購01,"5,000","5,000",0,0.00,100.00
2894,708434,合晶凱基98購01,500,500,0,0.00,100.00
2895,708435,勝麗凱基97購02,500,500,0,0.00,100.00
2896,708436,博智凱基97購01,500,500,0,0.00,100.00
2897,708437,穩懋日盛97購01,"10,000","10,000",0,0.00,100.00
2898,708438,中美晶亞東97購01,"2,000","2,000",0,0.00,100.00
2899,708439,合晶亞東97購02,"1,000","10,000",-9000,-90.00,100.00
2900,708440,大田元富97購01,"2,000","2,000",0,0.00,100.00
2901,708441,榮剛元富97購01,"5,000","5,000",0,0.00,100.00
2902,708442,聯亞台新99購01,"5,000","5,000",0,0.00,100.00
2903,708443,昂寶元大9A購01,500,"1,000",-500,-50.00,100.00
2904,708444,威剛元大99購01,"1,487","2,186",-699,-31.97,100.00
2905,708445,神盾元大99購02,"1,000","1,000",0,0.00,100.00
2906,708446,聯亞元大97購04,555,555,0,0.00,100.00
2907,708447,鈺太元大99購01,"1,000","1,000",0,0.00,100.00
2908,708448,大中永豐97購01,500,500,0,0.00,100.00
2909,708449,大江永豐97購02,536,536,0,0.00,100.00
2910,708450,六角永豐97購01,500,500,0,0.00,100.00
2911,708451,兆利永豐97購01,"1,000","1,000",0,0.00,100.00
2912,708452,波若威永豐98購01,500,500,0,0.00,100.00
2913,708453,宣德永豐97購02,512,512,0,0.00,100.00
2914,708454,建榮永豐99購01,"5,000","5,000",0,0.00,100.00
2915,708455,森鉅永豐97購01,"1,000","1,000",0,0.00,100.00
2916,708456,榮剛永豐97購01,"1,500","1,500",0,0.00,100.00
2917,708457,廣積永豐97購01,"1,500","1,500",0,0.00,100.00
2918,708458,旺矽群益9A購01,700,700,0,0.00,100.00
2919,708459,昇達科群益98購01,"5,000","5,000",0,0.00,100.00
2920,708460,櫃200群益97購01,500,"1,500",-1000,-66.66,100.00
2921,708461,櫃200群益97購02,500,"1,300",-800,-61.53,100.00
2922,708462,中美晶元大97購03,"5,000","5,000",0,0.00,100.00
2923,708463,宜鼎元大97購01,"1,000","1,000",0,0.00,100.00
2924,708464,昂寶元大98購01,500,"1,000",-500,-50.00,100.00
2925,708465,璟德元大97購01,"1,000","1,000",0,0.00,100.00
2926,708466,璟德元大97購02,"1,000","5,000",-4000,-80.00,100.00
2927,708467,優群元大97購04,"1,000","1,000",0,0.00,100.00
2928,708468,兆利康和97購01,"5,000","5,000",0,0.00,100.00
2929,708469,璟德康和97購01,"5,000","5,000",0,0.00,100.00
2930,708470,璟德元富97購01,"2,000","2,000",0,0.00,100.00
2931,708471,璟德台新97購01,"5,000","5,000",0,0.00,100.00
2932,708472,三貝德凱基99購01,"4,686","5,000",-314,-6.28,100.00
2933,708473,大田凱基98購01,500,500,0,0.00,100.00
2934,708474,中美晶凱基97購02,500,500,0,0.00,100.00
2935,708475,宇峻凱基9A購01,640,787,-147,-18.67,100.00
2936,708476,網龍凱基98購01,500,500,0,0.00,100.00
2937,708477,鈊象凱基99購01,500,500,0,0.00,100.00
2938,708478,穩懋日盛97購02,"10,000","10,000",0,0.00,100.00
2939,708479,立端永豐97購01,"1,000","1,000",0,0.00,100.00
2940,708480,宇峻永豐97購01,"1,413","1,413",0,0.00,100.00
2941,708481,迅得永豐97購03,500,500,0,0.00,100.00
2942,708482,神盾永豐97購01,500,500,0,0.00,100.00
2943,708483,璟德永豐97購02,500,500,0,0.00,100.00
2944,708484,璟德國泰98購01,"1,000","1,000",0,0.00,100.00
2945,708485,六角國票97購01,500,500,0,0.00,100.00
2946,708486,昂寶國票98購01,"1,000","1,000",0,0.00,100.00
2947,708487,信昌電國票98購01,"2,500","2,500",0,0.00,100.00
2948,708488,威剛國票98購01,500,"5,000",-4500,-90.00,100.00
2949,708489,群聯國票98購01,"2,010","5,000",-2990,-59.80,100.00
2950,708490,雍智國票98購01,"3,000","3,000",0,0.00,100.00
2951,708491,雙美國票99購01,500,500,0,0.00,100.00
2952,708492,雙鴻國票98購02,"5,000","5,000",0,0.00,100.00
2953,708493,鈊象國票98購01,500,500,0,0.00,100.00
2954,708494,大江群益97購02,"1,057","5,000",-3943,-78.86,100.00
2955,708495,信昌電群益97購01,"2,500","2,500",0,0.00,100.00
2956,708496,建榮群益99購01,"1,700","1,700",0,0.00,100.00
2957,708497,原相群益99購01,500,"2,400",-1900,-79.16,100.00
2958,708498,勝麗群益98購01,"2,750","2,750",0,0.00,100.00
2959,708499,璟德群益98購01,600,600,0,0.00,100.00
2960,708500,鈊象群益99購05,"1,400","1,400",0,0.00,100.00
2961,708501,力致元大97購01,800,"1,500",-700,-46.66,100.00
2962,708502,中美晶元大97購04,"1,000","5,000",-4000,-80.00,100.00
2963,708503,世禾元大97購01,"8,000","8,000",0,0.00,100.00
2964,708504,尼克森元大97購01,"8,000","8,000",0,0.00,100.00
2965,708505,宇峻元大97購03,"8,000","8,000",0,0.00,100.00
2966,708506,信昌電元大98購01,500,500,0,0.00,100.00
2967,708507,碩禾元大98購02,500,500,0,0.00,100.00
2968,708508,雙鴻元大99購02,"1,000","1,000",0,0.00,100.00
2969,708509,尼克森統一99購01,"5,000","5,000",0,0.00,100.00
2970,708510,尼克森統一99購02,"5,000","5,000",0,0.00,100.00
2971,708511,迅得統一99購01,"5,000","5,000",0,0.00,100.00
2972,708512,頎邦統一97購01,"6,000","6,000",0,0.00,100.00
2973,708513,M31中信98購01,"5,000","5,000",0,0.00,100.00
2974,708514,大中中信97購01,"10,000","10,000",0,0.00,100.00
2975,708515,宇峻中信97購01,"5,000","5,000",0,0.00,100.00
2976,708516,博智中信97購01,"3,500","3,500",0,0.00,100.00
2977,708517,大中凱基98購02,500,500,0,0.00,100.00
2978,708518,同致凱基98購01,500,500,0,0.00,100.00
2979,708519,合晶凱基97購02,500,500,0,0.00,100.00
2980,708520,朋億凱基97購01,500,500,0,0.00,100.00
2981,708521,南光凱基97購01,500,500,0,0.00,100.00
2982,708522,緯軟凱基98購03,500,500,0,0.00,100.00
2983,708523,大江兆豐97購01,"5,000","5,000",0,0.00,100.00
2984,708524,中美晶兆豐98購01,"5,000","5,000",0,0.00,100.00
2985,708525,台燿兆豐97購02,"5,000","5,000",0,0.00,100.00
2986,708526,精華兆豐98購01,"5,000","5,000",0,0.00,100.00
2987,708527,中美晶群益97購03,500,"2,000",-1500,-75.00,100.00
2988,708528,太景*群益98購01,"5,000","5,000",0,0.00,100.00
2989,708529,立端群益97購01,"1,000","1,000",0,0.00,100.00
2990,708530,朋億群益98購01,"1,500","1,500",0,0.00,100.00
2991,708531,欣銓群益98購01,"1,400","1,400",0,0.00,100.00
2992,708532,群聯群益97購02,"1,895","1,900",-5,-0.26,100.00
2993,708533,緯軟群益98購01,"2,500","2,500",0,0.00,100.00
2994,708534,環球晶群益97購03,526,"1,600",-1074,-67.12,100.00
2995,708535,譜瑞群益97購01,500,"3,000",-2500,-83.33,100.00
2996,708536,建榮國票98購02,"1,000","2,000",-1000,-50.00,100.00
2997,708537,力致國泰99購01,900,900,0,0.00,100.00
2998,708538,凡甲國泰99購01,"1,000","1,000",0,0.00,100.00
2999,708539,中菲行國泰98購01,500,500,0,0.00,100.00
3000,708540,世禾國泰98購01,"1,000","1,000",0,0.00,100.00
3001,708541,尼克森國泰99購01,"1,000","1,000",0,0.00,100.00
3002,708542,幃翔國泰98購01,550,550,0,0.00,100.00
3003,708543,幃翔國泰98購02,500,500,0,0.00,100.00
3004,708544,群聯國泰99購01,"3,410","3,410",0,0.00,100.00
3005,708545,雙鴻國泰99購01,660,660,0,0.00,100.00
3006,708546,力致永豐97購01,"1,000","1,000",0,0.00,100.00
3007,708547,世禾永豐97購01,"1,000","1,000",0,0.00,100.00
3008,708548,尼克森永豐97購01,"1,000","1,000",0,0.00,100.00
3009,708549,立敦永豐97購01,"1,000","1,000",0,0.00,100.00
3010,708550,同亨永豐97購01,"4,000","4,000",0,0.00,100.00
3011,708551,直得永豐97購01,500,500,0,0.00,100.00
3012,708552,南光永豐97購01,"1,500","2,000",-500,-25.00,100.00
3013,708553,威剛永豐98購01,"1,000","1,000",0,0.00,100.00
3014,708554,幃翔永豐97購01,"1,500","1,500",0,0.00,100.00
3015,708555,新潤永豐97購01,"2,000","2,000",0,0.00,100.00
3016,708556,網龍永豐97購01,"2,000","2,000",0,0.00,100.00
3017,708557,緯軟永豐97購01,500,500,0,0.00,100.00
3018,708558,環球晶永豐97購01,"1,000","1,000",0,0.00,100.00
3019,708559,聯上永豐97購01,"1,500","1,500",0,0.00,100.00
3020,708560,大中康和97購01,"5,000","5,000",0,0.00,100.00
3021,708561,亞泰康和97購01,"5,000","5,000",0,0.00,100.00
3022,708562,博智康和97購01,"5,000","5,000",0,0.00,100.00
3023,708563,力致元富97購01,"5,000","5,000",0,0.00,100.00
3024,708564,中菲行元富97購01,"2,000","2,000",0,0.00,100.00
3025,708565,太景*元富97購01,"3,500","3,500",0,0.00,100.00
3026,708566,世禾元富97購01,"2,000","2,000",0,0.00,100.00
3027,708567,尼克森元富97購01,"2,000","2,000",0,0.00,100.00
3028,708568,幃翔元富97購01,"2,500","2,500",0,0.00,100.00
3029,708569,力致統一97購01,"5,000","5,000",0,0.00,100.00
3030,708570,力致統一97購02,"5,000","5,000",0,0.00,100.00
3031,708571,環球晶統一97購01,"5,000","5,000",0,0.00,100.00
3032,708572,兆利凱基98購02,500,500,0,0.00,100.00
3033,708573,昂寶凱基98購02,500,500,0,0.00,100.00
3034,708574,威剛凱基99購01,814,814,0,0.00,100.00
3035,708575,精測凱基98購01,500,500,0,0.00,100.00
3036,708576,聯亞凱基99購01,555,555,0,0.00,100.00
3037,708577,頎邦凱基97購03,"5,500","5,500",0,0.00,100.00
3038,708578,中美晶麥證97購01,"10,000","10,000",0,0.00,100.00
3039,708579,原相麥證97購01,"5,000","5,000",0,0.00,100.00
3040,708580,神盾元富97購01,"5,000","5,000",0,0.00,100.00
3041,708581,神盾元富97購02,"5,000","5,000",0,0.00,100.00
3042,708582,宇峻元大97購04,500,500,0,0.00,100.00
3043,708583,亞泰元大97購01,"8,000","8,000",0,0.00,100.00
3044,708584,威剛元大98購02,"2,000","2,000",0,0.00,100.00
3045,708585,建榮元大97購02,"5,500","5,500",0,0.00,100.00
3046,708586,原相元大98購01,500,500,0,0.00,100.00
3047,708587,原相元大99購01,500,"1,045",-545,-52.15,100.00
3048,708588,群聯元大98購01,632,632,0,0.00,100.00
3049,708589,聯亞元大98購01,500,500,0,0.00,100.00
3050,708590,雙美元大99購01,"1,000","1,000",0,0.00,100.00
3051,708591,雙鴻元大99購03,"1,500","1,500",0,0.00,100.00
3052,708592,穩懋元大97購03,500,500,0,0.00,100.00
3053,708593,穩懋元大97購04,"1,000","1,000",0,0.00,100.00
3054,708594,鈊象元大99購01,629,629,0,0.00,100.00
3055,708595,大江兆豐97購02,"5,000","5,000",0,0.00,100.00
3056,708596,群聯兆豐98購01,"5,000","5,000",0,0.00,100.00
3057,708597,迅得康和97購01,"5,000","5,000",0,0.00,100.00
3058,708598,六角群益98購02,"1,800","1,800",0,0.00,100.00
3059,708599,亞泰群益97購01,"2,000","2,000",0,0.00,100.00
3060,708600,台燿亞東97購01,"1,300","1,300",0,0.00,100.00
3061,708601,光頡永豐97購01,500,500,0,0.00,100.00
3062,708602,亞泰永豐97購01,"1,000","1,500",-500,-33.33,100.00
3063,708603,力致元富97購02,"5,000","5,000",0,0.00,100.00
3064,708604,鈺太元富97購01,"2,000","2,000",0,0.00,100.00
3065,708605,久元台新97購01,"5,000","5,000",0,0.00,100.00
3066,708606,大中台新97購01,"5,000","5,000",0,0.00,100.00
3067,708607,晶焱台新97購01,"5,000","5,000",0,0.00,100.00
3068,708608,光頡統一97購01,"5,000","5,000",0,0.00,100.00
3069,708609,光頡統一99購01,"5,000","5,000",0,0.00,100.00
3070,708610,合晶統一97購01,"5,000","5,000",0,0.00,100.00
3071,708611,大中中信99購01,"10,000","10,000",0,0.00,100.00
3072,708612,亞泰中信97購01,"10,000","10,000",0,0.00,100.00
3073,708613,博智中信99購01,"5,000","5,000",0,0.00,100.00
3074,708614,緯軟中信97購01,"5,000","5,000",0,0.00,100.00
3075,708615,台半凱基98購01,500,500,0,0.00,100.00
3076,708616,兆利凱基98購03,500,500,0,0.00,100.00
3077,708617,宇峻凱基99購01,500,500,0,0.00,100.00
3078,708618,新普凱基98購01,500,500,0,0.00,100.00
3079,708619,璟德凱基98購01,835,835,0,0.00,100.00
3080,708620,環球晶凱基97購02,500,500,0,0.00,100.00
3081,708621,頎邦第一97購01,"5,000","5,000",0,0.00,100.00
3082,708622,光頡永豐97購02,"1,000","1,000",0,0.00,100.00
3083,708623,建榮永豐98購01,"1,000","1,000",0,0.00,100.00
3084,708624,雙美永豐98購01,500,500,0,0.00,100.00
3085,708625,雙鴻永豐98購01,"4,000","4,000",0,0.00,100.00
3086,708626,亞泰國票97購01,"1,000","5,000",-4000,-80.00,100.00
3087,708627,新普國票98購01,500,500,0,0.00,100.00
3088,708628,廣明國票98購01,"1,000","1,000",0,0.00,100.00
3089,708629,璟德國票98購01,"1,000","1,000",0,0.00,100.00
3090,708630,環宇國票98購01,500,500,0,0.00,100.00
3091,708631,頎邦國票98購01,"1,000","1,000",0,0.00,100.00
3092,708632,M31元大98購01,"1,000","1,000",0,0.00,100.00
3093,708633,昂寶元大98購02,500,"1,000",-500,-50.00,100.00
3094,708634,信昌電元大98購02,500,500,0,0.00,100.00
3095,708635,建榮元大97購03,"2,000","2,000",0,0.00,100.00
3096,708636,原相元大98購02,500,786,-286,-36.38,100.00
3097,708637,群聯元大98購02,594,594,0,0.00,100.00
3098,708638,精測元大97購04,500,500,0,0.00,100.00
3099,708639,網龍元大97購01,"1,500","1,500",0,0.00,100.00
3100,708640,璟德元大97購03,"5,000","5,000",0,0.00,100.00
3101,708641,鈊象元大98購02,500,500,0,0.00,100.00
3102,708642,頎邦元大97購03,"8,000","8,000",0,0.00,100.00
3103,708643,頎邦元大97購04,"1,500","1,500",0,0.00,100.00
3104,708644,雙美國泰99購01,"1,200","1,200",0,0.00,100.00
3105,708645,聯亞兆豐98購01,"5,000","5,000",0,0.00,100.00
3106,708646,櫃200兆豐97購01,"5,000","5,000",0,0.00,100.00
3107,708647,泰博群益97購01,500,"3,000",-2500,-83.33,100.00
3108,708648,VHQ中信97購01,"5,000","5,000",0,0.00,100.00
3109,708649,鈊象中信97購01,"4,000","4,000",0,0.00,100.00
3110,708650,迅得麥證98購01,"5,000","5,000",0,0.00,100.00
3111,708651,大學光元富99購01,"5,000","5,000",0,0.00,100.00
3112,708652,光頡元富97購01,"2,000","2,000",0,0.00,100.00
3113,708653,神盾元富97購03,"5,000","5,000",0,0.00,100.00
3114,708654,力致統一97購03,"5,000","5,000",0,0.00,100.00
3115,708655,波若威統一99購01,"5,000","5,000",0,0.00,100.00
3116,708656,信昌電統一98購01,"5,000","5,000",0,0.00,100.00
3117,708657,兆利台新97購01,"5,000","5,000",0,0.00,100.00
3118,708658,神盾台新98購01,"5,000","5,000",0,0.00,100.00
3119,708659,合晶凱基97購03,500,500,0,0.00,100.00
3120,708660,宇峻凱基99購02,500,500,0,0.00,100.00
3121,708661,良維凱基97購03,994,"1,204",-210,-17.44,100.00
3122,708662,信昌電凱基98購02,500,500,0,0.00,100.00
3123,708663,茂達凱基97購01,500,500,0,0.00,100.00
3124,708664,群聯凱基98購02,"1,110","1,110",0,0.00,100.00
3125,708665,網家凱基97購01,500,500,0,0.00,100.00
3126,708666,聚積凱基97購01,500,500,0,0.00,100.00
3127,708667,廣明凱基98購02,856,856,0,0.00,100.00
3128,708668,優群凱基98購03,500,500,0,0.00,100.00
3129,708669,聯亞凱基99購02,500,500,0,0.00,100.00
3130,708670,鈺太凱基98購01,500,500,0,0.00,100.00
3131,708671,頎邦凱基97購04,500,500,0,0.00,100.00
3132,708672,M31元大99購01,"1,500","1,500",0,0.00,100.00
3133,708673,凡甲元大98購02,"1,500","1,500",0,0.00,100.00
3134,708674,大宇資元大98購01,"1,000","1,000",0,0.00,100.00
3135,708675,六角元大98購02,500,500,0,0.00,100.00
3136,708676,昂寶元大97購02,500,"1,000",-500,-50.00,100.00
3137,708677,晶焱元大98購01,"1,000","1,000",0,0.00,100.00
3138,708678,鈊象元大97購04,800,800,0,0.00,100.00
3139,708679,光頡國票98購01,"1,500","1,500",0,0.00,100.00
3140,708680,金居國票98購01,500,500,0,0.00,100.00
3141,708681,建榮國票99購01,"1,000","1,000",0,0.00,100.00
3142,708682,穩懋國票98購01,500,500,0,0.00,100.00
3143,708683,鈊象國票97購03,"1,000","2,000",-1000,-50.00,100.00
3144,708684,光頡國泰98購01,500,500,0,0.00,100.00
3145,708685,亞泰國泰98購01,"1,000","1,000",0,0.00,100.00
3146,708686,世界兆豐97購01,"5,000","5,000",0,0.00,100.00
3147,708687,同致兆豐98購01,"5,000","5,000",0,0.00,100.00
3148,708688,宜鼎兆豐98購01,"5,000","5,000",0,0.00,100.00
3149,708689,勝麗群益98購02,"1,750","1,750",0,0.00,100.00
3150,708690,晟德群益97購01,"5,000","5,000",0,0.00,100.00
3151,708691,穩懋永豐97購02,"1,500","1,500",0,0.00,100.00
3152,708692,元太亞東97購01,"13,000","13,000",0,0.00,100.00
3153,708693,台半中信99購01,"5,000","5,000",0,0.00,100.00
3154,708694,M31統一98購01,"5,000","5,000",0,0.00,100.00
3155,708695,波若威統一97購01,"5,000","5,000",0,0.00,100.00
3156,708696,建榮統一9A購01,"5,000","5,000",0,0.00,100.00
3157,708697,建榮統一9A購02,"5,000","5,000",0,0.00,100.00
3158,708698,雙鴻統一97購02,"5,000","5,000",0,0.00,100.00
3159,708699,雙鴻統一99購01,"5,000","5,000",0,0.00,100.00
3160,708700,穩懋統一99購01,"5,000","5,000",0,0.00,100.00
3161,708701,建榮凱基97購02,675,675,0,0.00,100.00
3162,708702,原相凱基98購02,500,500,0,0.00,100.00
3163,708703,精測凱基97購04,500,500,0,0.00,100.00
3164,708704,環球晶凱基97購03,755,755,0,0.00,100.00
3165,708705,穩懋凱基97購01,500,500,0,0.00,100.00
3166,708706,鈺太凱基98購02,500,500,0,0.00,100.00
3167,708707,大江元大97購04,"1,500","1,500",0,0.00,100.00
3168,708708,光頡元大98購01,500,500,0,0.00,100.00
3169,708709,新普元大97購02,"1,000","1,000",0,0.00,100.00
3170,708710,新普元大97購03,"5,000","5,000",0,0.00,100.00
3171,708711,群聯元大97購05,823,823,0,0.00,100.00
3172,708712,聯亞元大97購05,500,500,0,0.00,100.00
3173,708713,雙鴻元大99購04,"3,000","3,000",0,0.00,100.00
3174,708714,聯亞元富97購01,"2,500","2,500",0,0.00,100.00
3175,708715,台燿日盛97購01,"10,000","10,000",0,0.00,100.00
3176,708716,建榮永豐97購02,"3,000","3,000",0,0.00,100.00
3177,708717,閎康永豐97購01,"1,000","1,000",0,0.00,100.00
3178,708718,譜瑞永豐97購01,"1,000","1,000",0,0.00,100.00
3179,708719,鈊象永豐98購01,500,"1,000",-500,-50.00,100.00
3180,708720,力致國票97購01,"5,000","5,000",0,0.00,100.00
3181,708721,光頡國票98購02,"2,000","2,000",0,0.00,100.00
3182,708722,金居國票98購02,500,500,0,0.00,100.00
3183,708723,威剛國票98購02,500,500,0,0.00,100.00
3184,708724,晶焱國票98購01,"1,000","1,000",0,0.00,100.00
3185,708725,群聯國票98購02,500,"5,000",-4500,-90.00,100.00
3186,708726,廣明國票98購02,"1,000","1,000",0,0.00,100.00
3187,708727,光頡國泰99購01,500,500,0,0.00,100.00
3188,708728,原相國泰98購03,"1,162","3,000",-1838,-61.26,100.00
3189,708729,大江富邦99購01,"10,000","10,000",0,0.00,100.00
3190,708730,久元群益97購01,500,"2,800",-2300,-82.14,100.00
3191,708731,聚積群益97購02,"1,000","1,000",0,0.00,100.00
3192,708732,頎邦群益98購02,500,500,0,0.00,100.00
3193,708733,M31凱基99購01,500,500,0,0.00,100.00
3194,708734,中美晶凱基97購04,500,500,0,0.00,100.00
3195,708735,昇達科凱基97購01,500,500,0,0.00,100.00
3196,708736,聯亞凱基97購02,500,500,0,0.00,100.00
3197,708737,雙美凱基99購01,578,578,0,0.00,100.00
3198,708738,穩懋凱基97購02,500,500,0,0.00,100.00
3199,708739,穩懋凱基97購03,500,500,0,0.00,100.00
3200,708740,譜瑞凱基97購01,500,500,0,0.00,100.00
3201,708741,鈊象凱基98購03,500,500,0,0.00,100.00
3202,708742,新普麥證97購01,"10,000","10,000",0,0.00,100.00
