,證券代號,證券名稱,本週股額(A),上週股額(B),增減數額(A-B),增減比率(A-B)/B,發行比率(%)
1407,706202,宏觀永豐93購01,500,500,0,0.00,100.00
1408,706203,欣銓永豐93購01,500,500,0,0.00,100.00
1409,706204,緯軟永豐93購03,811,811,0,0.00,100.00
1410,706205,元太元大93購01,600,600,0,0.00,100.00
1411,706206,佳邦元大93購01,500,500,0,0.00,100.00
1412,706207,直得元大94購01,"5,000","5,000",0,0.00,100.00
1413,706208,宣德元大93購03,"1,000","1,000",0,0.00,100.00
1414,706209,美琪瑪元大93購01,500,500,0,0.00,100.00
1415,706210,神盾元大94購05,"1,000","1,000",0,0.00,100.00
1416,706211,精華元大93購02,"5,000","5,000",0,0.00,100.00
1417,706212,廣明元大94購01,"1,000","1,000",0,0.00,100.00
1418,706213,緯軟元大94購04,"1,000","1,000",0,0.00,100.00
1419,706214,力旺統一93購01,"1,000","1,000",0,0.00,100.00
1420,706215,神盾統一94購02,500,500,0,0.00,100.00
1421,706216,群聯統一93購02,"1,000","1,000",0,0.00,100.00
1422,706217,中美晶凱基93購06,500,"1,000",-500,-50.00,100.00
1423,706218,六角凱基93購02,500,500,0,0.00,100.00
1424,706219,美琪瑪凱基93購01,500,"2,500",-2000,-80.00,100.00
1425,706220,博智凱基93購03,500,"2,500",-2000,-80.00,100.00
1426,706221,環球晶凱基93購19,500,500,0,0.00,100.00
1427,706222,穩懋凱基93購21,500,"1,000",-500,-50.00,100.00
1428,706223,立端國票94購01,800,800,0,0.00,100.00
1429,706224,昂寶國票94購01,500,"1,500",-1000,-66.66,100.00
1430,706225,昇達科國票93購01,500,500,0,0.00,100.00
1431,706226,金可國票94購01,800,800,0,0.00,100.00
1432,706227,信昌電國票94購01,800,800,0,0.00,100.00
1433,706228,威剛國票94購01,500,500,0,0.00,100.00
1434,706229,智擎國票94購01,"6,000","6,000",0,0.00,100.00
1435,706230,穩懋國票93購06,"1,000","1,000",0,0.00,100.00
1436,706231,台燿富邦93購01,"10,000","10,000",0,0.00,100.00
1437,706232,大宇資第一93購01,"1,000","1,000",0,0.00,100.00
1438,706233,合晶元富93購01,"1,000","1,000",0,0.00,100.00
1439,706234,神盾元富94購01,"1,000","1,000",0,0.00,100.00
1440,706235,環球晶元富94購02,"5,000","5,000",0,0.00,100.00
1441,706236,M31永豐93購02,500,500,0,0.00,100.00
1442,706237,台燿永豐93購02,500,500,0,0.00,100.00
1443,706238,佳邦永豐93購02,500,500,0,0.00,100.00
1444,706239,旺矽永豐93購02,500,500,0,0.00,100.00
1445,706240,宣德永豐93購03,"1,000","1,000",0,0.00,100.00
1446,706241,碩禾永豐94購01,500,500,0,0.00,100.00
1447,706242,宜鼎兆豐94購01,"1,000","1,000",0,0.00,100.00
1448,706243,神盾兆豐94購01,"5,000","5,000",0,0.00,100.00
1449,706244,網龍群益94購01,"1,200","1,200",0,0.00,100.00
1450,706245,穩懋統一94購04,"10,000","10,000",0,0.00,100.00
1451,706246,譜瑞統一94購01,"2,100","2,100",0,0.00,100.00
1452,706247,由田凱基94購01,500,"3,000",-2500,-83.33,100.00
1453,706248,宜鼎凱基94購01,500,500,0,0.00,100.00
1454,706249,美琪瑪凱基94購01,500,800,-300,-37.50,100.00
1455,706250,廣明凱基94購05,500,500,0,0.00,100.00
1456,706251,環球晶凱基94購01,500,500,0,0.00,100.00
1457,706252,穩懋凱基94購03,500,"2,500",-2000,-80.00,100.00
1458,706253,鈺太凱基94購01,500,"3,000",-2500,-83.33,100.00
1459,706254,宣德國票95購01,500,500,0,0.00,100.00
1460,706255,泰博國票95購01,"1,700","1,700",0,0.00,100.00
1461,706256,神盾富邦96購01,"10,000","10,000",0,0.00,100.00
1462,706257,新普富邦94購01,"10,000","10,000",0,0.00,100.00
1463,706258,穩懋兆豐94購02,"1,000","1,000",0,0.00,100.00
1464,706259,晟德兆豐95購01,"5,000","5,000",0,0.00,100.00
1465,706260,大江群益94購02,600,600,0,0.00,100.00
1466,706261,神盾麥證94購01,"1,000","1,000",0,0.00,100.00
1467,706262,美琪瑪麥證95購01,"5,000","5,000",0,0.00,100.00
1468,706263,良維元富94購01,"1,000","1,000",0,0.00,100.00
1469,706264,中美晶台新94購01,"1,000","1,000",0,0.00,100.00
1470,706265,合晶台新94購01,"1,000","1,000",0,0.00,100.00
1471,706266,中美晶元大94購01,600,600,0,0.00,100.00
1472,706267,合晶元大96購01,"1,000","1,000",0,0.00,100.00
1473,706268,宏觀元大94購02,600,"1,000",-400,-40.00,100.00
1474,706269,良維元大95購01,"1,000","1,000",0,0.00,100.00
1475,706270,宜鼎元大95購01,"1,000","1,000",0,0.00,100.00
1476,706271,昇達科元大94購01,500,"1,000",-500,-50.00,100.00
1477,706272,杰力元大95購01,500,"1,000",-500,-50.00,100.00
1478,706273,勝麗元大94購01,500,500,0,0.00,100.00
1479,706274,群聯元大95購01,"1,000","1,000",0,0.00,100.00
1480,706275,聚積元大94購01,500,500,0,0.00,100.00
1481,706276,中美晶日盛94購01,"1,000","1,000",0,0.00,100.00
1482,706277,三貝德永豐94購01,500,500,0,0.00,100.00
1483,706278,上詮永豐94購01,500,500,0,0.00,100.00
1484,706279,大宇資永豐94購01,500,500,0,0.00,100.00
1485,706280,信昌電永豐94購01,500,500,0,0.00,100.00
1486,706281,原相永豐94購02,500,500,0,0.00,100.00
1487,706282,勝麗永豐94購01,500,500,0,0.00,100.00
1488,706283,緯軟永豐94購01,500,500,0,0.00,100.00
1489,706284,鐿鈦永豐94購01,"1,000","1,000",0,0.00,100.00
1490,706285,金可兆豐95購01,"5,000","5,000",0,0.00,100.00
1491,706286,緯軟兆豐95購01,"1,000","1,000",0,0.00,100.00
1492,706287,環球晶兆豐95購01,"5,000","5,000",0,0.00,100.00
1493,706288,譜瑞兆豐95購01,"5,000","5,000",0,0.00,100.00
1494,706289,宜鼎群益94購01,700,700,0,0.00,100.00
1495,706290,信昌電群益94購01,600,600,0,0.00,100.00
1496,706291,弘塑中信94購01,"1,000","1,000",0,0.00,100.00
1497,706292,兆利中信94購01,"1,000","1,000",0,0.00,100.00
1498,706293,杰力中信95購01,"5,000","5,000",0,0.00,100.00
1499,706294,原相統一94購01,"1,000","1,000",0,0.00,100.00
1500,706295,雙鴻統一94購01,"1,000","1,000",0,0.00,100.00
1501,706296,穩懋統一96購01,"1,000","1,000",0,0.00,100.00
1502,706297,大宇資凱基94購02,500,"1,000",-500,-50.00,100.00
1503,706298,立端凱基94購01,500,"1,200",-700,-58.33,100.00
1504,706299,宇峻凱基94購01,500,"1,000",-500,-50.00,100.00
1505,706300,穩懋凱基94購04,500,"1,000",-500,-50.00,100.00
1506,706301,譜瑞凱基94購02,500,800,-300,-37.50,100.00
1507,706302,三貝德國票96購01,"1,000","1,000",0,0.00,100.00
1508,706303,大學光國票94購01,"1,500","1,500",0,0.00,100.00
1509,706304,迅得國票94購01,500,500,0,0.00,100.00
1510,706305,迅得國票94購02,500,500,0,0.00,100.00
1511,706306,昂寶國票95購01,500,500,0,0.00,100.00
1512,706307,勝麗國票95購01,500,500,0,0.00,100.00
1513,706308,新揚科國票94購01,"5,500","5,500",0,0.00,100.00
1514,706309,新揚科國票95購01,800,800,0,0.00,100.00
1515,706310,聯亞國票95購01,500,500,0,0.00,100.00
1516,706311,大學光國泰94購01,"1,000","1,000",0,0.00,100.00
1517,706312,大學光國泰95購01,630,630,0,0.00,100.00
1518,706313,宇峻國泰95購01,500,500,0,0.00,100.00
1519,706314,安勤國泰95購01,580,"1,980",-1400,-70.70,100.00
1520,706315,晟德富邦94購01,"2,000","10,000",-8000,-80.00,100.00
1521,706316,大學光元大94購01,"1,000","1,000",0,0.00,100.00
1522,706317,大學光元大94購02,"1,000","1,000",0,0.00,100.00
1523,706318,大學光元大94購03,"1,000","1,000",0,0.00,100.00
1524,706319,六角元大94購01,"1,000","1,000",0,0.00,100.00
1525,706320,光頡元大94購01,"1,100","1,100",0,0.00,100.00
1526,706321,宇峻元大94購01,600,600,0,0.00,100.00
1527,706322,良維元大94購01,500,700,-200,-28.57,100.00
1528,706323,迅得元大94購01,600,600,0,0.00,100.00
1529,706324,新揚科元大94購01,500,500,0,0.00,100.00
1530,706325,群聯元大95購02,500,"1,000",-500,-50.00,100.00
1531,706326,網家元大94購01,"1,000","1,000",0,0.00,100.00
1532,706327,網龍元大94購01,"8,000","8,000",0,0.00,100.00
1533,706328,環球晶元大94購02,"5,000","5,000",0,0.00,100.00
1534,706329,雙美元大94購02,"2,300","2,300",0,0.00,100.00
1535,706330,穩懋元大94購01,600,600,0,0.00,100.00
1536,706331,大學光永豐94購01,500,500,0,0.00,100.00
1537,706332,中美晶永豐94購01,500,500,0,0.00,100.00
1538,706333,光頡永豐94購01,500,500,0,0.00,100.00
1539,706334,宇峻永豐94購01,500,500,0,0.00,100.00
1540,706335,安勤永豐94購01,500,500,0,0.00,100.00
1541,706336,迅得永豐94購01,700,700,0,0.00,100.00
1542,706337,協益永豐94購01,500,500,0,0.00,100.00
1543,706338,東洋永豐94購01,500,500,0,0.00,100.00
1544,706339,長科*永豐94購01,"1,400","1,400",0,0.00,100.00
1545,706340,保瑞永豐94購01,500,500,0,0.00,100.00
1546,706341,博智永豐94購01,500,500,0,0.00,100.00
1547,706342,新揚科永豐94購01,500,500,0,0.00,100.00
1548,706343,碩禾永豐94購02,500,500,0,0.00,100.00
1549,706344,網家永豐94購01,500,500,0,0.00,100.00
1550,706345,雙鴻永豐95購01,"1,000","1,500",-500,-33.33,100.00
1551,706346,弘塑康和94購01,"3,000","3,000",0,0.00,100.00
1552,706347,安勤康和94購01,"1,000","1,000",0,0.00,100.00
1553,706348,江興鍛康和94購01,"5,000","5,000",0,0.00,100.00
1554,706349,長科*康和94購01,"3,000","3,000",0,0.00,100.00
1555,706350,威剛康和94購01,"1,000","1,000",0,0.00,100.00
1556,706351,網家康和94購01,"1,000","1,000",0,0.00,100.00
1557,706352,穩懋日盛94購01,"1,000","1,000",0,0.00,100.00
1558,706353,雙鴻第一94購01,"1,000","1,000",0,0.00,100.00
1559,706354,同致元富94購01,"1,000","1,000",0,0.00,100.00
1560,706355,新漢元富94購01,"1,000","1,000",0,0.00,100.00
1561,706356,業強元富94購01,"2,000","2,000",0,0.00,100.00
1562,706357,網家元富96購01,"13,500","13,500",0,0.00,100.00
1563,706358,網家中信94購01,"10,000","10,000",0,0.00,100.00
1564,706359,中美晶統一94購01,"1,000","1,000",0,0.00,100.00
1565,706360,東洋統一95購01,"2,200","2,200",0,0.00,100.00
1566,706361,環球晶統一94購01,"2,200","2,200",0,0.00,100.00
1567,706362,台燿凱基94購01,500,"1,200",-700,-58.33,100.00
1568,706363,新普凱基94購01,500,"1,200",-700,-58.33,100.00
1569,706364,榮剛凱基94購01,500,"2,500",-2000,-80.00,100.00
1570,706365,精華凱基94購01,500,"1,300",-800,-61.53,100.00
1571,706366,環球晶凱基94購03,500,500,0,0.00,100.00
1572,706367,宇峻國票94購01,"1,000","1,000",0,0.00,100.00
1573,706368,廣明國票94購02,"1,000","1,000",0,0.00,100.00
1574,706369,優群國票95購01,500,500,0,0.00,100.00
1575,706370,穩懋國票95購01,"3,200","3,200",0,0.00,100.00
1576,706371,迅得國泰95購01,500,500,0,0.00,100.00
1577,706372,新揚科國泰95購01,"1,000","1,000",0,0.00,100.00
1578,706373,雙鴻國泰96購01,790,"1,140",-350,-30.70,100.00
1579,706374,中美晶富邦95購01,"1,000","1,000",0,0.00,100.00
1580,706375,晶焱兆豐95購01,"5,000","5,000",0,0.00,100.00
1581,706376,合晶群益94購01,600,600,0,0.00,100.00
1582,706377,宇峻群益94購01,500,500,0,0.00,100.00
1583,706378,安勤群益94購01,"1,600","1,600",0,0.00,100.00
1584,706379,宏觀群益95購01,"5,000","5,000",0,0.00,100.00
1585,706380,佳邦群益94購01,"1,000","1,000",0,0.00,100.00
1586,706381,協益群益94購01,"1,000","1,000",0,0.00,100.00
1587,706382,皇田群益94購01,500,500,0,0.00,100.00
1588,706383,群聯群益96購01,"1,300","1,300",0,0.00,100.00
1589,706384,網家群益94購01,"1,380","1,380",0,0.00,100.00
1590,706385,大學光永豐95購01,500,500,0,0.00,100.00
1591,706386,迅得永豐95購01,500,500,0,0.00,100.00
1592,706387,新揚科永豐95購01,500,500,0,0.00,100.00
1593,706388,雙美永豐94購01,"5,022","5,022",0,0.00,100.00
1594,706389,金居元富95購01,"2,000","2,000",0,0.00,100.00
1595,706390,大江元大95購01,"1,000","1,000",0,0.00,100.00
1596,706391,中美晶元大94購02,600,600,0,0.00,100.00
1597,706392,元太元大94購01,"5,000","5,000",0,0.00,100.00
1598,706393,昇達科元大96購01,500,"1,000",-500,-50.00,100.00
1599,706394,直得元大94購02,"1,500","1,500",0,0.00,100.00
1600,706395,威剛元大95購01,685,"1,000",-315,-31.50,100.00
1601,706396,神盾元大95購02,"1,400","1,400",0,0.00,100.00
1602,706397,順達元大94購01,"8,000","8,000",0,0.00,100.00
1603,706398,優群元大95購01,"1,000","1,000",0,0.00,100.00
1604,706399,環球晶元大94購04,"5,000","5,000",0,0.00,100.00
1605,706400,環球晶中信94購01,"5,000","5,000",0,0.00,100.00
1606,706401,大學光凱基94購01,500,"5,000",-4500,-90.00,100.00
1607,706402,立端凱基94購02,500,"1,200",-700,-58.33,100.00
1608,706403,穩懋凱基94購05,500,"1,000",-500,-50.00,100.00
1609,706404,宏捷科元富94購01,"5,000","5,000",0,0.00,100.00
1610,706405,原相元富95購01,"1,000","1,000",0,0.00,100.00
1611,706406,大中元大94購01,"1,000","1,000",0,0.00,100.00
1612,706407,中美晶元大94購03,"1,000","1,000",0,0.00,100.00
1613,706408,昂寶元大96購01,"1,000","1,000",0,0.00,100.00
1614,706409,金居元大95購01,"1,150","1,150",0,0.00,100.00
1615,706410,信昌電元大96購01,600,"1,000",-400,-40.00,100.00
1616,706411,保瑞元大95購01,"1,000","1,000",0,0.00,100.00
1617,706412,宣德元大95購02,"1,000","1,000",0,0.00,100.00
1618,706413,建榮元大94購02,"1,000","1,000",0,0.00,100.00
1619,706414,晶焱元大95購01,"1,000","1,000",0,0.00,100.00
1620,706415,緯軟元大96購02,"1,150","1,150",0,0.00,100.00
1621,706416,優群元大94購01,500,500,0,0.00,100.00
1622,706417,雙鴻元大97購01,"10,000","10,000",0,0.00,100.00
1623,706418,穩懋元大94購04,"1,000","1,000",0,0.00,100.00
1624,706419,鈺太元大96購01,"1,000","1,000",0,0.00,100.00
1625,706420,宏捷科台新94購01,"1,000","1,000",0,0.00,100.00
1626,706421,大江兆豐94購01,"1,000","1,000",0,0.00,100.00
1627,706422,大江群益94購04,900,900,0,0.00,100.00
1628,706423,宏觀群益96購01,"5,000","5,000",0,0.00,100.00
1629,706424,泰博群益94購01,"1,100","1,100",0,0.00,100.00
1630,706425,新揚科群益94購01,"1,000","1,000",0,0.00,100.00
1631,706426,群聯群益94購01,600,600,0,0.00,100.00
1632,706427,雙鴻群益96購01,"2,000","2,000",0,0.00,100.00
1633,706428,鐿鈦群益95購01,"3,500","3,500",0,0.00,100.00
1634,706429,宇峻國票95購01,700,700,0,0.00,100.00
1635,706430,建榮國票96購01,"2,500","2,500",0,0.00,100.00
1636,706431,神盾國票94購03,"2,500","2,500",0,0.00,100.00
1637,706432,環球晶國票95購01,500,500,0,0.00,100.00
1638,706433,譜瑞國票94購01,500,500,0,0.00,100.00
1639,706434,宏捷科國泰95購01,"2,800","5,000",-2200,-44.00,100.00
1640,706435,保瑞國泰95購03,500,"2,500",-2000,-80.00,100.00
1641,706436,穩懋富邦96購01,"10,000","10,000",0,0.00,100.00
1642,706437,新普第一94購01,"15,000","15,000",0,0.00,100.00
1643,706438,櫃200第一94購01,"5,000","5,000",0,0.00,100.00
1644,706439,上詮永豐94購02,500,500,0,0.00,100.00
1645,706440,宏捷科永豐95購01,"5,028","5,028",0,0.00,100.00
1646,706441,神盾永豐94購01,500,500,0,0.00,100.00
1647,706442,安勤中信94購01,"1,000","1,000",0,0.00,100.00
1648,706443,璟德統一94購01,500,500,0,0.00,100.00
1649,706444,雙鴻統一94購02,"5,000","5,000",0,0.00,100.00
1650,706445,緯軟麥證95購01,"1,000","1,000",0,0.00,100.00
1651,706446,雙鴻麥證96購01,"5,000","5,000",0,0.00,100.00
1652,706447,中美晶元富95購02,"1,000","1,000",0,0.00,100.00
1653,706448,威剛元富97購01,"2,000","2,000",0,0.00,100.00
1654,706449,大江元大94購02,"1,000","1,000",0,0.00,100.00
1655,706450,中美晶元大94購04,"1,000","1,000",0,0.00,100.00
1656,706451,中美晶元大94購05,"1,000","1,000",0,0.00,100.00
1657,706452,保瑞元大94購01,500,500,0,0.00,100.00
1658,706453,美琪瑪元大95購01,500,"1,000",-500,-50.00,100.00
1659,706454,茂達元大94購01,600,600,0,0.00,100.00
1660,706455,原相元大94購03,500,500,0,0.00,100.00
1661,706456,神盾元大95購03,"1,250","1,250",0,0.00,100.00
1662,706457,晶焱元大94購02,500,500,0,0.00,100.00
1663,706458,群聯元大95購03,"1,000","1,000",0,0.00,100.00
1664,706459,環球晶元大94購05,"5,000","5,000",0,0.00,100.00
1665,706460,穩懋元大94購05,"1,000","1,000",0,0.00,100.00
1666,706461,元太富邦96購01,"15,000","15,000",0,0.00,100.00
1667,706462,鐿鈦國票95購02,800,800,0,0.00,100.00
1668,706463,中美晶凱基94購01,500,"1,000",-500,-50.00,100.00
1669,706464,由田凱基94購02,500,"2,500",-2000,-80.00,100.00
1670,706465,立端凱基94購03,500,800,-300,-37.50,100.00
1671,706466,良維凱基94購01,500,"1,300",-800,-61.53,100.00
1672,706467,迅得凱基94購01,500,"1,000",-500,-50.00,100.00
1673,706468,波若威凱基94購01,500,"1,500",-1000,-66.66,100.00
1674,706469,宣德凱基94購01,500,500,0,0.00,100.00
1675,706470,博智凱基94購01,500,500,0,0.00,100.00
1676,706471,群聯凱基94購01,500,500,0,0.00,100.00
1677,706472,精華凱基94購02,500,"1,300",-800,-61.53,100.00
1678,706473,優群凱基94購01,500,"1,000",-500,-50.00,100.00
1679,706474,聯亞凱基94購02,500,500,0,0.00,100.00
1680,706475,元太兆豐95購01,"5,000","5,000",0,0.00,100.00
1681,706476,雙美兆豐94購01,"1,000","1,000",0,0.00,100.00
1682,706477,雙鴻兆豐95購01,"1,500","1,500",0,0.00,100.00
1683,706478,大田群益94購01,"5,000","5,000",0,0.00,100.00
1684,706479,中美晶群益94購01,600,600,0,0.00,100.00
1685,706480,宏捷科群益94購01,"5,000","5,000",0,0.00,100.00
1686,706481,雙鴻群益96購02,"3,000","3,000",0,0.00,100.00
1687,706482,中美晶亞東94購01,"1,000","1,000",0,0.00,100.00
1688,706483,元太亞東94購01,"5,000","5,000",0,0.00,100.00
1689,706484,大江永豐94購02,500,500,0,0.00,100.00
1690,706485,宏觀永豐94購01,500,500,0,0.00,100.00
1691,706486,威剛永豐94購01,500,500,0,0.00,100.00
1692,706487,雙美永豐94購02,"1,000","1,000",0,0.00,100.00
1693,706488,雙鴻永豐95購02,"1,000","1,000",0,0.00,100.00
1694,706489,譜瑞永豐94購01,500,500,0,0.00,100.00
1695,706490,鈺太中信94購01,"1,000","1,000",0,0.00,100.00
1696,706491,六角凱基94購01,500,500,0,0.00,100.00
1697,706492,立端凱基94購04,500,"1,200",-700,-58.33,100.00
1698,706493,合晶凱基94購01,500,"1,000",-500,-50.00,100.00
1699,706494,昇達科凱基94購01,500,"1,000",-500,-50.00,100.00
1700,706495,新普凱基94購02,500,"1,200",-700,-58.33,100.00
1701,706496,穩懋凱基94購06,500,"1,000",-500,-50.00,100.00
1702,706497,譜瑞凱基94購03,500,800,-300,-37.50,100.00
1703,706498,晟德凱基94購01,500,800,-300,-37.50,100.00
1704,706499,大中永豐94購01,600,600,0,0.00,100.00
1705,706500,信驊永豐94購01,500,500,0,0.00,100.00
1706,706501,網龍永豐95購01,800,"1,000",-200,-20.00,100.00
1707,706502,雙鴻永豐95購03,"1,000","1,000",0,0.00,100.00
1708,706503,鈺太永豐94購02,800,800,0,0.00,100.00
1709,706504,精華日盛94購01,"10,000","10,000",0,0.00,100.00
1710,706505,雙美日盛94購01,"1,000","1,000",0,0.00,100.00
1711,706506,元太統一94購01,"2,100","2,100",0,0.00,100.00
1712,706507,譜瑞統一94購02,"1,000","1,000",0,0.00,100.00
1713,706508,大江兆豐95購01,"5,000","5,000",0,0.00,100.00
1714,706509,台燿兆豐94購02,"5,000","5,000",0,0.00,100.00
1715,706510,新普兆豐94購01,"5,000","5,000",0,0.00,100.00
1716,706511,精華兆豐95購01,"5,000","5,000",0,0.00,100.00
1717,706512,直得群益94購01,700,700,0,0.00,100.00
1718,706513,金居群益96購01,"1,500","1,500",0,0.00,100.00
1719,706514,鈺太元富94購01,"1,000","1,000",0,0.00,100.00
1720,706515,保瑞台新94購01,"1,000","1,000",0,0.00,100.00
1721,706516,大田元大96購01,500,"1,000",-500,-50.00,100.00
1722,706517,大江元大95購02,"1,000","1,000",0,0.00,100.00
1723,706518,杰力元大96購01,500,"1,500",-1000,-66.66,100.00
1724,706519,雙美元大94購03,"1,000","1,000",0,0.00,100.00
1725,706520,穩懋元大94購06,"1,000","1,000",0,0.00,100.00
1726,706521,譜瑞元大94購01,"5,000","5,000",0,0.00,100.00
1727,706522,鈺太元大94購01,"1,000","1,000",0,0.00,100.00
1728,706523,M31國票95購01,"1,000","1,000",0,0.00,100.00
1729,706524,中美晶國票94購02,500,500,0,0.00,100.00
1730,706525,信昌電國票94購02,"1,000","1,000",0,0.00,100.00
1731,706526,是方國票94購01,800,800,0,0.00,100.00
1732,706527,晶焱國票95購01,"1,000","1,000",0,0.00,100.00
1733,706528,廣明國票95購01,"1,000","1,000",0,0.00,100.00
1734,706529,M31國泰96購01,"5,000","5,000",0,0.00,100.00
1735,706530,群聯國泰96購01,"1,530","1,530",0,0.00,100.00
1736,706531,雙鴻國泰96購02,675,775,-100,-12.90,100.00
1737,706532,勝麗凱基94購01,500,"1,300",-800,-61.53,100.00
1738,706533,凡甲統一94購01,"2,600","2,600",0,0.00,100.00
1739,706534,元太統一94購02,"2,100","2,100",0,0.00,100.00
1740,706535,東洋統一94購01,"2,100","2,100",0,0.00,100.00
1741,706536,大中元大95購01,"1,000","1,000",0,0.00,100.00
1742,706537,元太元大95購01,"5,000","5,000",0,0.00,100.00
1743,706538,宏觀元大95購01,500,"1,000",-500,-50.00,100.00
1744,706539,信昌電元大95購01,"5,000","5,000",0,0.00,100.00
1745,706540,保瑞元大95購02,"1,000","1,000",0,0.00,100.00
1746,706541,神盾元大95購05,"2,250","2,250",0,0.00,100.00
1747,706542,精華元大95購01,"1,000","1,000",0,0.00,100.00
1748,706543,聯亞元大95購01,"1,000","1,000",0,0.00,100.00
1749,706544,譜瑞元大95購01,"5,000","5,000",0,0.00,100.00
1750,706545,元太元富94購01,"2,500","2,500",0,0.00,100.00
1751,706546,建榮元富95購01,"1,000","1,000",0,0.00,100.00
1752,706547,昇達科兆豐95購01,"5,000","5,000",0,0.00,100.00
1753,706548,M31國票95購02,"1,200","1,200",0,0.00,100.00
1754,706549,大江國票95購01,"1,000","1,000",0,0.00,100.00
1755,706550,宏捷科國票95購02,"5,000","5,000",0,0.00,100.00
1756,706551,雙鴻國票95購01,"3,000","3,000",0,0.00,100.00
1757,706552,同致群益94購01,"1,500","1,500",0,0.00,100.00
1758,706553,信驊群益94購01,600,600,0,0.00,100.00
1759,706554,神盾群益96購01,"5,000","5,000",0,0.00,100.00
1760,706555,鈺太群益94購01,600,600,0,0.00,100.00
1761,706556,由田富邦96購01,545,"5,000",-4455,-89.10,100.00
1762,706557,櫃200永昌94購01,"5,000","5,000",0,0.00,100.00
1763,706558,櫃200永昌94購02,"5,000","5,000",0,0.00,100.00
1764,706559,閎康永豐94購01,500,500,0,0.00,100.00
1765,706560,優群永豐94購02,500,500,0,0.00,100.00
1766,706561,雙美永豐95購01,500,"1,000",-500,-50.00,100.00
1767,706562,鈺太永豐94購03,500,500,0,0.00,100.00
1768,706563,凡甲永豐94購01,500,500,0,0.00,100.00
1769,706564,元太群益95購01,"1,500","1,500",0,0.00,100.00
1770,706565,環球晶群益94購02,500,500,0,0.00,100.00
1771,706566,雙美群益94購01,500,500,0,0.00,100.00
1772,706567,建榮麥證94購01,"1,000","1,000",0,0.00,100.00
1773,706568,大江台新94購01,"1,000","1,000",0,0.00,100.00
1774,706569,金居國票95購01,"1,000","1,000",0,0.00,100.00
1775,706570,泰博國票95購02,800,800,0,0.00,100.00
1776,706571,大江元大94購03,"1,000","1,000",0,0.00,100.00
1777,706572,宏捷科元大95購01,"5,000","5,000",0,0.00,100.00
1778,706573,金可元大94購01,"1,000","1,000",0,0.00,100.00
1779,706574,建榮元大97購01,"1,000","1,000",0,0.00,100.00
1780,706575,上詮凱基94購02,500,"2,500",-2000,-80.00,100.00
1781,706576,金可凱基94購01,"1,200","1,200",0,0.00,100.00
1782,706577,信昌電凱基94購01,500,"1,000",-500,-50.00,100.00
1783,706578,聚積凱基94購02,500,"1,000",-500,-50.00,100.00
1784,706579,晟德凱基94購03,500,800,-300,-37.50,100.00
1785,706580,櫃200富邦94購01,"1,000","1,000",0,0.00,100.00
1786,706581,櫃200富邦94購02,"1,000","1,000",0,0.00,100.00
1787,706582,櫃200富邦94購03,"1,000","1,000",0,0.00,100.00
1788,706583,櫃200富邦94購04,"1,000","1,000",0,0.00,100.00
1789,706584,神盾國票95購02,"1,000","1,000",0,0.00,100.00
1790,706585,宏捷科國泰95購03,"5,000","5,000",0,0.00,100.00
1791,706586,凡甲統一95購01,"1,000","2,700",-1700,-62.96,100.00
1792,706587,凡甲統一95購02,"1,000","1,000",0,0.00,100.00
1793,706588,雙美統一95購01,"15,000","15,000",0,0.00,100.00
1794,706589,VHQ凱基94購01,500,800,-300,-37.50,100.00
1795,706590,宏捷科凱基94購01,"4,500","4,500",0,0.00,100.00
1796,706591,宏捷科凱基94購02,"4,900","4,900",0,0.00,100.00
1797,706592,環球晶凱基94購05,500,500,0,0.00,100.00
1798,706593,均豪永豐94購01,500,500,0,0.00,100.00
1799,706594,杰力永豐94購01,500,500,0,0.00,100.00
1800,706595,宣德永豐94購01,500,500,0,0.00,100.00
1801,706596,建榮永豐96購01,"1,000","2,000",-1000,-50.00,100.00
1802,706597,神準永豐94購01,500,500,0,0.00,100.00
1803,706598,碩禾永豐95購01,500,"1,000",-500,-50.00,100.00
1804,706599,環宇永豐94購01,500,500,0,0.00,100.00
1805,706600,環球晶永豐94購02,800,800,0,0.00,100.00
1806,706601,聯亞永豐94購02,500,500,0,0.00,100.00
1807,706602,大江元大96購01,"6,500","6,500",0,0.00,100.00
1808,706603,信驊元大94購01,"5,000","5,000",0,0.00,100.00
1809,706604,勝麗元大95購01,"1,000","1,000",0,0.00,100.00
1810,706605,環球晶元富94購03,"5,000","5,000",0,0.00,100.00
1811,706606,M31兆豐94購01,"1,500","1,500",0,0.00,100.00
1812,706607,中美晶兆豐95購02,"1,500","5,000",-3500,-70.00,100.00
1813,706608,六角台新94購02,"1,000","1,000",0,0.00,100.00
1814,706609,威剛台新94購01,"1,000","1,000",0,0.00,100.00
1815,706610,昂寶群益95購01,600,600,0,0.00,100.00
1816,706611,杰力群益94購01,"2,500","2,500",0,0.00,100.00
1817,706612,原相群益97購01,800,800,0,0.00,100.00
1818,706613,環球晶群益94購03,600,600,0,0.00,100.00
1819,706614,櫃200永昌96購01,"5,000","5,000",0,0.00,100.00
1820,706615,櫃200永昌96購02,"5,000","5,000",0,0.00,100.00
1821,706616,櫃200永昌96購03,"5,000","5,000",0,0.00,100.00
1822,706617,M31中信95購01,"5,000","5,000",0,0.00,100.00
1823,706618,原相國泰96購01,500,500,0,0.00,100.00
